,회사ID,년도,월,연월,월별_연금보험료,월별_직원수,연매출액,전년도(기록연도)_대비_매출액_증감률,연평균_직원수,전년도(기록연도)_대비_직원수_증감률
6177,440094,2016,09,201609,61339540,232,27000212,0.0,219.0,0.21329639889196672
6178,440094,2016,10,201610,62148360,235,27000212,0.0,219.0,0.21329639889196672
6179,440094,2016,11,201611,62074020,232,27000212,0.0,219.0,0.21329639889196672
6180,440094,2016,12,201612,64870480,241,27000212,0.0,219.0,0.21329639889196672
6181,440094,2017,01,201701,69111900,252,35900640,0.3296428931743203,281.0,0.2831050228310503
6182,440094,2017,02,201702,69978800,257,35900640,0.0,281.0,0.2831050228310503
6183,440094,2017,03,201703,70431780,258,35900640,0.0,281.0,0.2831050228310503
6184,440094,2017,04,201704,74930660,276,35900640,0.0,281.0,0.2831050228310503
6185,440094,2017,05,201705,77365720,284,35900640,0.0,281.0,0.2831050228310503
6186,440094,2017,06,201706,77964020,284,35900640,0.0,281.0,0.2831050228310503
6187,440094,2017,07,201707,85161160,290,35900640,0.0,281.0,0.2831050228310503
6188,440094,2017,08,201708,84045180,286,35900640,0.0,281.0,0.2831050228310503
6189,440094,2017,09,201709,85832160,291,35900640,0.0,281.0,0.2831050228310503
6190,440094,2017,10,201710,85521100,289,35900640,0.0,281.0,0.2831050228310503
6191,440094,2017,11,201711,87390140,297,35900640,0.0,281.0,0.2831050228310503
6192,440094,2017,12,201712,90405160,308,35900640,0.0,281.0,0.2831050228310503
6193,440094,2018,01,201801,90825020,314,43950506,0.22422625334812962,343.8333333333333,0.223606168446026
6194,440094,2018,02,201802,93370440,329,43950506,0.0,343.8333333333333,0.223606168446026
6195,440094,2018,03,201803,94735300,327,43950506,0.0,343.8333333333333,0.223606168446026
6196,440094,2018,04,201804,95433660,330,43950506,0.0,343.8333333333333,0.223606168446026
6197,440094,2018,05,201805,97883740,334,43950506,0.0,343.8333333333333,0.223606168446026
6198,440094,2018,06,201806,99464440,338,43950506,0.0,343.8333333333333,0.223606168446026
6199,440094,2018,07,201807,106705520,348,43950506,0.0,343.8333333333333,0.223606168446026
6200,440094,2018,08,201808,107556660,349,43950506,0.0,343.8333333333333,0.223606168446026
6201,440094,2018,09,201809,110552900,356,43950506,0.0,343.8333333333333,0.223606168446026
6202,440094,2018,10,201810,112057940,362,43950506,0.0,343.8333333333333,0.223606168446026
6203,440094,2018,11,201811,112982680,365,43950506,0.0,343.8333333333333,0.223606168446026
6204,440094,2018,12,201812,116537820,374,43950506,0.0,343.8333333333333,0.223606168446026
6205,440603,2015,11,201511,16397780,79,8047563,,78.5,
6206,440603,2015,12,201512,16266760,78,8047563,0.0,78.5,
6207,440603,2016,01,201601,16562120,80,8977452,0.1155491420197643,85.08333333333333,0.0838641188959659
6208,440603,2016,02,201602,16932380,82,8977452,0.0,85.08333333333333,0.0838641188959659
6209,440603,2016,03,201603,16645740,80,8977452,0.0,85.08333333333333,0.0838641188959659
6210,440603,2016,04,201604,16760020,81,8977452,0.0,85.08333333333333,0.0838641188959659
6211,440603,2016,05,201605,17064580,82,8977452,0.0,85.08333333333333,0.0838641188959659
6212,440603,2016,06,201606,16483100,79,8977452,0.0,85.08333333333333,0.0838641188959659
6213,440603,2016,07,201607,19381540,87,8977452,0.0,85.08333333333333,0.0838641188959659
6214,440603,2016,08,201608,19663520,88,8977452,0.0,85.08333333333333,0.0838641188959659
6215,440603,2016,09,201609,19959340,90,8977452,0.0,85.08333333333333,0.0838641188959659
6216,440603,2016,10,201610,20109380,91,8977452,0.0,85.08333333333333,0.0838641188959659
6217,440603,2016,11,201611,20154460,91,8977452,0.0,85.08333333333333,0.0838641188959659
6218,440603,2016,12,201612,19999840,90,8977452,0.0,85.08333333333333,0.0838641188959659
6219,440603,2017,01,201701,20797960,95,12766527,0.42206574872246594,104.33333333333333,0.22624877571008817
6220,440603,2017,02,201702,20431320,94,12766527,0.0,104.33333333333333,0.22624877571008817
6221,440603,2017,03,201703,20634800,95,12766527,0.0,104.33333333333333,0.22624877571008817
6222,440603,2017,04,201704,22041100,102,12766527,0.0,104.33333333333333,0.22624877571008817
6223,440603,2017,05,201705,22558860,104,12766527,0.0,104.33333333333333,0.22624877571008817
6224,440603,2017,06,201706,23317260,108,12766527,0.0,104.33333333333333,0.22624877571008817
6225,440603,2017,07,201707,23675540,107,12766527,0.0,104.33333333333333,0.22624877571008817
6226,440603,2017,08,201708,24428960,109,12766527,0.0,104.33333333333333,0.22624877571008817
6227,440603,2017,09,201709,24499960,109,12766527,0.0,104.33333333333333,0.22624877571008817
6228,440603,2017,10,201710,24705600,109,12766527,0.0,104.33333333333333,0.22624877571008817
6229,440603,2017,11,201711,24539280,109,12766527,0.0,104.33333333333333,0.22624877571008817
6230,440603,2017,12,201712,25014380,111,12766527,0.0,104.33333333333333,0.22624877571008817
6231,440603,2018,01,201801,25345000,113,14942813,0.1704681312309917,115.66666666666667,0.10862619808306717
6232,440603,2018,02,201802,25787860,114,14942813,0.0,115.66666666666667,0.10862619808306717
6233,440603,2018,03,201803,26074140,115,14942813,0.0,115.66666666666667,0.10862619808306717
6234,440603,2018,04,201804,25351980,112,14942813,0.0,115.66666666666667,0.10862619808306717
6235,440603,2018,05,201805,25351980,112,14942813,0.0,115.66666666666667,0.10862619808306717
6236,440603,2018,06,201806,25676420,112,14942813,0.0,115.66666666666667,0.10862619808306717
6237,440603,2018,07,201807,27469640,114,14942813,0.0,115.66666666666667,0.10862619808306717
6238,440603,2018,08,201808,27514180,114,14942813,0.0,115.66666666666667,0.10862619808306717
6239,440603,2018,09,201809,27948780,115,14942813,0.0,115.66666666666667,0.10862619808306717
6240,440603,2018,10,201810,28449260,117,14942813,0.0,115.66666666666667,0.10862619808306717
6241,440603,2018,11,201811,30434900,125,14942813,0.0,115.66666666666667,0.10862619808306717
6242,440603,2018,12,201812,30715620,125,14942813,0.0,115.66666666666667,0.10862619808306717
6243,440679,2016,01,201601,26603180,83,15992149,,83.0,
6244,440679,2016,02,201602,26025940,81,15992149,0.0,83.0,
6245,440679,2016,03,201603,25568840,79,15992149,0.0,83.0,
6246,440679,2016,04,201604,26391160,83,15992149,0.0,83.0,
6247,440679,2016,05,201605,25906240,81,15992149,0.0,83.0,
6248,440679,2016,06,201606,26621200,84,15992149,0.0,83.0,
6249,440679,2016,07,201607,27905240,84,15992149,0.0,83.0,
6250,440679,2016,08,201608,28095140,85,15992149,0.0,83.0,
6251,440679,2016,09,201609,27966440,84,15992149,0.0,83.0,
6252,440679,2016,10,201610,27629740,83,15992149,0.0,83.0,
6253,440679,2016,11,201611,27893160,84,15992149,0.0,83.0,
6254,440679,2016,12,201612,28119140,85,15992149,0.0,83.0,
6255,440679,2017,01,201701,28119140,85,18051147,0.12875055128613422,87.75,0.05722891566265065
6256,440679,2017,02,201702,27068940,82,18051147,0.0,87.75,0.05722891566265065
6257,440679,2017,03,201703,26678340,81,18051147,0.0,87.75,0.05722891566265065
6258,440679,2017,04,201704,27065320,83,18051147,0.0,87.75,0.05722891566265065
6259,440679,2017,05,201705,27439800,85,18051147,0.0,87.75,0.05722891566265065
6260,440679,2017,06,201706,27649300,86,18051147,0.0,87.75,0.05722891566265065
6261,440679,2017,07,201707,29136180,86,18051147,0.0,87.75,0.05722891566265065
6262,440679,2017,08,201708,30644820,99,18051147,0.0,87.75,0.05722891566265065
6263,440679,2017,09,201709,30116620,91,18051147,0.0,87.75,0.05722891566265065
6264,440679,2017,10,201710,30116620,91,18051147,0.0,87.75,0.05722891566265065
6265,440679,2017,11,201711,30128060,91,18051147,0.0,87.75,0.05722891566265065
6266,440679,2017,12,201712,30390140,93,18051147,0.0,87.75,0.05722891566265065
6267,440679,2018,01,201801,30575160,93,18588383,0.029761876073581384,101.0,0.15099715099715105
6268,440679,2018,02,201802,30965380,95,18588383,0.0,101.0,0.15099715099715105
6269,440679,2018,03,201803,30770360,94,18588383,0.0,101.0,0.15099715099715105
6270,440679,2018,04,201804,31683420,98,18588383,0.0,101.0,0.15099715099715105
6271,440679,2018,05,201805,32641020,103,18588383,0.0,101.0,0.15099715099715105
6272,440679,2018,06,201806,32520860,103,18588383,0.0,101.0,0.15099715099715105
6273,440679,2018,07,201807,36745920,103,18588383,0.0,101.0,0.15099715099715105
6274,440679,2018,08,201808,37089000,105,18588383,0.0,101.0,0.15099715099715105
6275,440679,2018,09,201809,37089000,105,18588383,0.0,101.0,0.15099715099715105
6276,440679,2018,10,201810,37089000,105,18588383,0.0,101.0,0.15099715099715105
6277,440679,2018,11,201811,36667800,104,18588383,0.0,101.0,0.15099715099715105
6278,440679,2018,12,201812,36667800,104,18588383,0.0,101.0,0.15099715099715105
6279,441107,2015,11,201511,16377920,50,1788475,,50.0,
6280,441107,2015,12,201512,16377920,50,1788475,0.0,50.0,
6281,441107,2016,01,201601,16377920,50,15773980,7.819793399404521,54.0,0.08000000000000007
6282,441107,2016,02,201602,17092520,52,15773980,0.0,54.0,0.08000000000000007
6283,441107,2016,03,201603,17471420,53,15773980,0.0,54.0,0.08000000000000007
6284,441107,2016,04,201604,17092520,52,15773980,0.0,54.0,0.08000000000000007
6285,441107,2016,05,201605,17319320,53,15773980,0.0,54.0,0.08000000000000007
6286,441107,2016,06,201606,17369180,53,15773980,0.0,54.0,0.08000000000000007
6287,441107,2016,07,201607,18636920,54,15773980,0.0,54.0,0.08000000000000007
6288,441107,2016,08,201608,18346220,53,15773980,0.0,54.0,0.08000000000000007
6289,441107,2016,09,201609,18375020,54,15773980,0.0,54.0,0.08000000000000007
6290,441107,2016,10,201610,18708920,55,15773980,0.0,54.0,0.08000000000000007
6291,441107,2016,11,201611,19481120,58,15773980,0.0,54.0,0.08000000000000007
6292,441107,2016,12,201612,20325320,61,15773980,0.0,54.0,0.08000000000000007
6293,441107,2017,01,201701,20157200,60,20876264,0.32346205586668675,61.166666666666664,0.13271604938271597
6294,441107,2017,02,201702,20198600,61,20876264,0.0,61.166666666666664,0.13271604938271597
6295,441107,2017,03,201703,20439800,62,20876264,0.0,61.166666666666664,0.13271604938271597
6296,441107,2017,04,201704,19853900,60,20876264,0.0,61.166666666666664,0.13271604938271597
6297,441107,2017,05,201705,19853900,60,20876264,0.0,61.166666666666664,0.13271604938271597
6298,441107,2017,06,201706,19853900,60,20876264,0.0,61.166666666666664,0.13271604938271597
6299,441107,2017,07,201707,20186280,59,20876264,0.0,61.166666666666664,0.13271604938271597
6300,441107,2017,08,201708,19651420,57,20876264,0.0,61.166666666666664,0.13271604938271597
6301,441107,2017,09,201709,20770300,61,20876264,0.0,61.166666666666664,0.13271604938271597
6302,441107,2017,10,201710,21066400,62,20876264,0.0,61.166666666666664,0.13271604938271597
6303,441107,2017,11,201711,22289600,66,20876264,0.0,61.166666666666664,0.13271604938271597
6304,441107,2017,12,201712,22289600,66,20876264,0.0,61.166666666666664,0.13271604938271597
6305,441107,2018,01,201801,21889020,65,22884676,0.09620552796228288,66.83333333333333,0.0926430517711172
6306,441107,2018,02,201802,21889020,65,22884676,0.0,66.83333333333333,0.0926430517711172
6307,441107,2018,03,201803,21065520,63,22884676,0.0,66.83333333333333,0.0926430517711172
6308,441107,2018,04,201804,21493020,65,22884676,0.0,66.83333333333333,0.0926430517711172
6309,441107,2018,05,201805,22499960,68,22884676,0.0,66.83333333333333,0.0926430517711172
6310,441107,2018,06,201806,22473940,68,22884676,0.0,66.83333333333333,0.0926430517711172
6311,441107,2018,07,201807,23425840,68,22884676,0.0,66.83333333333333,0.0926430517711172
6312,441107,2018,08,201808,23481560,68,22884676,0.0,66.83333333333333,0.0926430517711172
6313,441107,2018,09,201809,22409760,65,22884676,0.0,66.83333333333333,0.0926430517711172
6314,441107,2018,10,201810,23755260,69,22884676,0.0,66.83333333333333,0.0926430517711172
6315,441107,2018,11,201811,23755260,69,22884676,0.0,66.83333333333333,0.0926430517711172
6316,441107,2018,12,201812,23780460,69,22884676,0.0,66.83333333333333,0.0926430517711172
6317,441997,2015,11,201511,4032380,18,1416322,,20.5,
6318,441997,2015,12,201512,5191020,23,1416322,0.0,20.5,
6319,441997,2016,01,201601,4913460,22,2607140,0.8407819690720049,23.583333333333332,0.15040650406504064
6320,441997,2016,02,201602,5317720,23,2607140,0.0,23.583333333333332,0.15040650406504064
6321,441997,2016,03,201603,4838940,21,2607140,0.0,23.583333333333332,0.15040650406504064
6322,441997,2016,04,201604,5462900,25,2607140,0.0,23.583333333333332,0.15040650406504064
6323,441997,2016,05,201605,5345900,24,2607140,0.0,23.583333333333332,0.15040650406504064
6324,441997,2016,06,201606,4892860,22,2607140,0.0,23.583333333333332,0.15040650406504064
6325,441997,2016,07,201607,5848640,26,2607140,0.0,23.583333333333332,0.15040650406504064
6326,441997,2016,08,201608,5545440,25,2607140,0.0,23.583333333333332,0.15040650406504064
6327,441997,2016,09,201609,5041260,23,2607140,0.0,23.583333333333332,0.15040650406504064
6328,441997,2016,10,201610,5024700,23,2607140,0.0,23.583333333333332,0.15040650406504064
6329,441997,2016,11,201611,5233140,23,2607140,0.0,23.583333333333332,0.15040650406504064
6330,441997,2016,12,201612,5648400,26,2607140,0.0,23.583333333333332,0.15040650406504064
6331,441997,2018,01,201801,6746960,34,5072943,0.9457884885353298,49.0,1.0777385159010602
6332,441997,2018,02,201802,8047880,39,5072943,0.0,49.0,1.0777385159010602
6333,441997,2018,03,201803,7930340,38,5072943,0.0,49.0,1.0777385159010602
6334,441997,2018,04,201804,7221600,35,5072943,0.0,49.0,1.0777385159010602
6335,441997,2018,05,201805,8583120,40,5072943,0.0,49.0,1.0777385159010602
6336,441997,2018,06,201806,10024660,43,5072943,0.0,49.0,1.0777385159010602
6337,441997,2018,07,201807,12955160,52,5072943,0.0,49.0,1.0777385159010602
6338,441997,2018,08,201808,14456860,56,5072943,0.0,49.0,1.0777385159010602
6339,441997,2018,09,201809,14864420,59,5072943,0.0,49.0,1.0777385159010602
6340,441997,2018,10,201810,16937020,66,5072943,0.0,49.0,1.0777385159010602
6341,441997,2018,11,201811,16765820,64,5072943,0.0,49.0,1.0777385159010602
6342,441997,2018,12,201812,16154920,62,5072943,0.0,49.0,1.0777385159010602
6343,442187,2015,11,201511,3909380,21,4393063,,21.0,
6344,442187,2015,12,201512,3918380,21,4393063,0.0,21.0,
6345,442187,2016,01,201601,3918380,21,4829733,0.09939989478867028,23.916666666666668,0.13888888888888884
6346,442187,2016,02,201602,3918380,21,4829733,0.0,23.916666666666668,0.13888888888888884
6347,442187,2016,03,201603,3918380,21,4829733,0.0,23.916666666666668,0.13888888888888884
6348,442187,2016,04,201604,4297280,22,4829733,0.0,23.916666666666668,0.13888888888888884
6349,442187,2016,05,201605,4297280,22,4829733,0.0,23.916666666666668,0.13888888888888884
6350,442187,2016,06,201606,4909280,25,4829733,0.0,23.916666666666668,0.13888888888888884
6351,442187,2016,07,201607,5153640,25,4829733,0.0,23.916666666666668,0.13888888888888884
6352,442187,2016,08,201608,4455780,23,4829733,0.0,23.916666666666668,0.13888888888888884
6353,442187,2016,09,201609,4604640,24,4829733,0.0,23.916666666666668,0.13888888888888884
6354,442187,2016,10,201610,4820640,26,4829733,0.0,23.916666666666668,0.13888888888888884
6355,442187,2016,11,201611,5036640,28,4829733,0.0,23.916666666666668,0.13888888888888884
6356,442187,2016,12,201612,5427240,29,4829733,0.0,23.916666666666668,0.13888888888888884
6357,442187,2017,01,201701,6772100,35,4903955,0.015367723226108021,32.083333333333336,0.3414634146341464
6358,442187,2017,02,201702,6429560,32,4903955,0.0,32.083333333333336,0.3414634146341464
6359,442187,2017,03,201703,6067040,29,4903955,0.0,32.083333333333336,0.3414634146341464
6360,442187,2017,04,201704,6377540,31,4903955,0.0,32.083333333333336,0.3414634146341464
6361,442187,2017,05,201705,6378260,31,4903955,0.0,32.083333333333336,0.3414634146341464
6362,442187,2017,06,201706,6243260,31,4903955,0.0,32.083333333333336,0.3414634146341464
6363,442187,2017,07,201707,6258760,30,4903955,0.0,32.083333333333336,0.3414634146341464
6364,442187,2017,08,201708,6843760,33,4903955,0.0,32.083333333333336,0.3414634146341464
6365,442187,2017,09,201709,6704260,32,4903955,0.0,32.083333333333336,0.3414634146341464
6366,442187,2017,10,201710,7412560,34,4903955,0.0,32.083333333333336,0.3414634146341464
6367,442187,2017,11,201711,7688780,36,4903955,0.0,32.083333333333336,0.3414634146341464
6368,442187,2017,12,201712,6575940,31,4903955,0.0,32.083333333333336,0.3414634146341464
6369,442187,2018,01,201801,7106940,34,5812460,0.18525965266810163,39.833333333333336,0.24155844155844153
6370,442187,2018,02,201802,7286940,35,5812460,0.0,39.833333333333336,0.24155844155844153
6371,442187,2018,03,201803,7664940,37,5812460,0.0,39.833333333333336,0.24155844155844153
6372,442187,2018,04,201804,8098360,40,5812460,0.0,39.833333333333336,0.24155844155844153
6373,442187,2018,05,201805,8098360,40,5812460,0.0,39.833333333333336,0.24155844155844153
6374,442187,2018,06,201806,8812060,41,5812460,0.0,39.833333333333336,0.24155844155844153
6375,442187,2018,07,201807,10176880,44,5812460,0.0,39.833333333333336,0.24155844155844153
6376,442187,2018,08,201808,10005880,43,5812460,0.0,39.833333333333336,0.24155844155844153
6377,442187,2018,09,201809,9372740,41,5812460,0.0,39.833333333333336,0.24155844155844153
6378,442187,2018,10,201810,9372740,41,5812460,0.0,39.833333333333336,0.24155844155844153
6379,442187,2018,11,201811,9660740,43,5812460,0.0,39.833333333333336,0.24155844155844153
6380,442187,2018,12,201812,8577400,39,5812460,0.0,39.833333333333336,0.24155844155844153
6381,443326,2016,01,201601,4928320,19,1580736,,20.916666666666668,
6382,443326,2016,02,201602,5827580,24,1580736,0.0,20.916666666666668,
6383,443326,2016,03,201603,5428160,22,1580736,0.0,20.916666666666668,
6384,443326,2016,04,201604,5777720,23,1580736,0.0,20.916666666666668,
6385,443326,2016,05,201605,5673320,22,1580736,0.0,20.916666666666668,
6386,443326,2016,06,201606,5543360,22,1580736,0.0,20.916666666666668,
6387,443326,2016,07,201607,5316280,21,1580736,0.0,20.916666666666668,
6388,443326,2016,08,201608,5316280,21,1580736,0.0,20.916666666666668,
6389,443326,2016,09,201609,5107400,20,1580736,0.0,20.916666666666668,
6390,443326,2016,10,201610,4814100,19,1580736,0.0,20.916666666666668,
6391,443326,2016,11,201611,4814100,19,1580736,0.0,20.916666666666668,
6392,443326,2016,12,201612,4814100,19,1580736,0.0,20.916666666666668,
6393,443326,2017,01,201701,4814100,19,2024855,0.28095709846552497,23.166666666666668,0.10756972111553775
6394,443326,2017,02,201702,4814100,19,2024855,0.0,23.166666666666668,0.10756972111553775
6395,443326,2017,03,201703,4536000,19,2024855,0.0,23.166666666666668,0.10756972111553775
6396,443326,2017,04,201704,5044840,22,2024855,0.0,23.166666666666668,0.10756972111553775
6397,443326,2017,05,201705,4712680,21,2024855,0.0,23.166666666666668,0.10756972111553775
6398,443326,2017,06,201706,5190480,25,2024855,0.0,23.166666666666668,0.10756972111553775
6399,443326,2017,07,201707,5410420,25,2024855,0.0,23.166666666666668,0.10756972111553775
6400,443326,2017,08,201708,5322940,25,2024855,0.0,23.166666666666668,0.10756972111553775
6401,443326,2017,09,201709,5524800,26,2024855,0.0,23.166666666666668,0.10756972111553775
6402,443326,2017,10,201710,5524800,26,2024855,0.0,23.166666666666668,0.10756972111553775
6403,443326,2017,11,201711,5524800,26,2024855,0.0,23.166666666666668,0.10756972111553775
6404,443326,2017,12,201712,5412300,25,2024855,0.0,23.166666666666668,0.10756972111553775
6405,443326,2018,01,201801,5441900,25,2698949,0.3329097639090206,28.5,0.2302158273381294
6406,443326,2018,02,201802,5842480,26,2698949,0.0,28.5,0.2302158273381294
6407,443326,2018,03,201803,5842480,26,2698949,0.0,28.5,0.2302158273381294
6408,443326,2018,04,201804,6138460,28,2698949,0.0,28.5,0.2302158273381294
6409,443326,2018,05,201805,6138460,28,2698949,0.0,28.5,0.2302158273381294
6410,443326,2018,06,201806,6533280,29,2698949,0.0,28.5,0.2302158273381294
6411,443326,2018,07,201807,6681360,29,2698949,0.0,28.5,0.2302158273381294
6412,443326,2018,08,201808,6655700,29,2698949,0.0,28.5,0.2302158273381294
6413,443326,2018,09,201809,6587560,29,2698949,0.0,28.5,0.2302158273381294
6414,443326,2018,10,201810,7027920,31,2698949,0.0,28.5,0.2302158273381294
6415,443326,2018,11,201811,7279840,32,2698949,0.0,28.5,0.2302158273381294
6416,443326,2018,12,201812,6928940,30,2698949,0.0,28.5,0.2302158273381294
6417,443771,2015,11,201511,1865060,22,855865,,22.5,
6418,443771,2015,12,201512,1956060,23,855865,0.0,22.5,
6419,443771,2016,01,201601,1956060,23,936973,0.09476728222324793,24.0,0.06666666666666665
6420,443771,2016,02,201602,1989360,23,936973,0.0,24.0,0.06666666666666665
6421,443771,2016,03,201603,2103660,24,936973,0.0,24.0,0.06666666666666665
6422,443771,2016,04,201604,2136960,24,936973,0.0,24.0,0.06666666666666665
6423,443771,2016,05,201605,2136960,24,936973,0.0,24.0,0.06666666666666665
6424,443771,2016,06,201606,2166300,24,936973,0.0,24.0,0.06666666666666665
6425,443771,2016,07,201607,2207580,24,936973,0.0,24.0,0.06666666666666665
6426,443771,2016,08,201608,2207580,24,936973,0.0,24.0,0.06666666666666665
6427,443771,2016,09,201609,2242060,24,936973,0.0,24.0,0.06666666666666665
6428,443771,2016,10,201610,2242060,24,936973,0.0,24.0,0.06666666666666665
6429,443771,2016,11,201611,2356360,25,936973,0.0,24.0,0.06666666666666665
6430,443771,2016,12,201612,2425940,25,936973,0.0,24.0,0.06666666666666665
6431,443771,2018,01,201801,2995880,25,1492747,0.5931590344652407,25.916666666666668,0.07986111111111116
6432,443771,2018,02,201802,3318080,27,1492747,0.0,25.916666666666668,0.07986111111111116
6433,443771,2018,03,201803,3089480,25,1492747,0.0,25.916666666666668,0.07986111111111116
6434,443771,2018,04,201804,3089480,25,1492747,0.0,25.916666666666668,0.07986111111111116
6435,443771,2018,05,201805,3255620,26,1492747,0.0,25.916666666666668,0.07986111111111116
6436,443771,2018,06,201806,3393420,27,1492747,0.0,25.916666666666668,0.07986111111111116
6437,443771,2018,07,201807,3389120,27,1492747,0.0,25.916666666666668,0.07986111111111116
6438,443771,2018,08,201808,3389120,27,1492747,0.0,25.916666666666668,0.07986111111111116
6439,443771,2018,09,201809,3389120,27,1492747,0.0,25.916666666666668,0.07986111111111116
6440,443771,2018,10,201810,3206060,26,1492747,0.0,25.916666666666668,0.07986111111111116
6441,443771,2018,11,201811,3055120,25,1492747,0.0,25.916666666666668,0.07986111111111116
6442,443771,2018,12,201812,2974040,24,1492747,0.0,25.916666666666668,0.07986111111111116
6443,443934,2015,11,201511,1628540,18,581125,,18.5,
6444,443934,2015,12,201512,1728980,19,581125,0.0,18.5,
6445,443934,2016,01,201601,1791980,20,693366,0.19314433211443327,20.25,0.09459459459459452
6446,443934,2016,02,201602,1899980,21,693366,0.0,20.25,0.09459459459459452
6447,443934,2016,03,201603,1811240,20,693366,0.0,20.25,0.09459459459459452
6448,443934,2016,04,201604,1811240,20,693366,0.0,20.25,0.09459459459459452
6449,443934,2016,05,201605,1935980,21,693366,0.0,20.25,0.09459459459459452
6450,443934,2016,06,201606,1838420,20,693366,0.0,20.25,0.09459459459459452
6451,443934,2016,07,201607,1819220,20,693366,0.0,20.25,0.09459459459459452
6452,443934,2016,08,201608,1918220,21,693366,0.0,20.25,0.09459459459459452
6453,443934,2016,09,201609,1723100,19,693366,0.0,20.25,0.09459459459459452
6454,443934,2016,10,201610,1776840,20,693366,0.0,20.25,0.09459459459459452
6455,443934,2016,11,201611,1776840,20,693366,0.0,20.25,0.09459459459459452
6456,443934,2016,12,201612,1875840,21,693366,0.0,20.25,0.09459459459459452
6457,443934,2018,01,201801,2444500,24,1045553,0.5079380875324144,25.666666666666668,0.2674897119341564
6458,443934,2018,02,201802,2710100,26,1045553,0.0,25.666666666666668,0.2674897119341564
6459,443934,2018,03,201803,2710100,26,1045553,0.0,25.666666666666668,0.2674897119341564
6460,443934,2018,04,201804,2710100,26,1045553,0.0,25.666666666666668,0.2674897119341564
6461,443934,2018,05,201805,2710100,26,1045553,0.0,25.666666666666668,0.2674897119341564
6462,443934,2018,06,201806,2710100,26,1045553,0.0,25.666666666666668,0.2674897119341564
6463,443934,2018,07,201807,3365700,26,1045553,0.0,25.666666666666668,0.2674897119341564
6464,443934,2018,08,201808,3365700,26,1045553,0.0,25.666666666666668,0.2674897119341564
6465,443934,2018,09,201809,2901420,26,1045553,0.0,25.666666666666668,0.2674897119341564
6466,443934,2018,10,201810,2901420,26,1045553,0.0,25.666666666666668,0.2674897119341564
6467,443934,2018,11,201811,2779920,25,1045553,0.0,25.666666666666668,0.2674897119341564
6468,443934,2018,12,201812,2779920,25,1045553,0.0,25.666666666666668,0.2674897119341564
6469,446390,2016,04,201604,1346120,5,780602,,7.444444444444445,
6470,446390,2016,05,201605,1924180,7,780602,0.0,7.444444444444445,
6471,446390,2016,06,201606,1924180,7,780602,0.0,7.444444444444445,
6472,446390,2016,07,201607,1956400,7,780602,0.0,7.444444444444445,
6473,446390,2016,08,201608,2264460,8,780602,0.0,7.444444444444445,
6474,446390,2016,09,201609,2351400,8,780602,0.0,7.444444444444445,
6475,446390,2016,10,201610,2351400,8,780602,0.0,7.444444444444445,
6476,446390,2016,11,201611,2351400,8,780602,0.0,7.444444444444445,
6477,446390,2016,12,201612,2459400,9,780602,0.0,7.444444444444445,
6478,446390,2017,01,201701,3377020,12,3576850,3.5821686339517447,13.416666666666666,0.8022388059701491
6479,446390,2017,02,201702,3068960,11,3576850,0.0,13.416666666666666,0.8022388059701491
6480,446390,2017,03,201703,3068960,11,3576850,0.0,13.416666666666666,0.8022388059701491
6481,446390,2017,04,201704,3068960,11,3576850,0.0,13.416666666666666,0.8022388059701491
6482,446390,2017,05,201705,3068960,11,3576850,0.0,13.416666666666666,0.8022388059701491
6483,446390,2017,06,201706,3068960,11,3576850,0.0,13.416666666666666,0.8022388059701491
6484,446390,2017,07,201707,3628660,12,3576850,0.0,13.416666666666666,0.8022388059701491
6485,446390,2017,08,201708,5072800,16,3576850,0.0,13.416666666666666,0.8022388059701491
6486,446390,2017,09,201709,4848880,15,3576850,0.0,13.416666666666666,0.8022388059701491
6487,446390,2017,10,201710,5021220,17,3576850,0.0,13.416666666666666,0.8022388059701491
6488,446390,2017,11,201711,5123200,17,3576850,0.0,13.416666666666666,0.8022388059701491
6489,446390,2017,12,201712,5123200,17,3576850,0.0,13.416666666666666,0.8022388059701491
6490,446390,2018,01,201801,5436580,18,4158877,0.16272055020478904,16.416666666666668,0.2236024844720499
6491,446390,2018,02,201802,5230940,17,4158877,0.0,16.416666666666668,0.2236024844720499
6492,446390,2018,03,201803,5230940,17,4158877,0.0,16.416666666666668,0.2236024844720499
6493,446390,2018,04,201804,5022780,16,4158877,0.0,16.416666666666668,0.2236024844720499
6494,446390,2018,05,201805,5022780,16,4158877,0.0,16.416666666666668,0.2236024844720499
6495,446390,2018,06,201806,4793820,15,4158877,0.0,16.416666666666668,0.2236024844720499
6496,446390,2018,07,201807,5203220,15,4158877,0.0,16.416666666666668,0.2236024844720499
6497,446390,2018,08,201808,5029520,15,4158877,0.0,16.416666666666668,0.2236024844720499
6498,446390,2018,09,201809,5029520,15,4158877,0.0,16.416666666666668,0.2236024844720499
6499,446390,2018,10,201810,5644480,17,4158877,0.0,16.416666666666668,0.2236024844720499
6500,446390,2018,11,201811,5846980,18,4158877,0.0,16.416666666666668,0.2236024844720499
6501,446390,2018,12,201812,5846980,18,4158877,0.0,16.416666666666668,0.2236024844720499
6502,448247,2015,11,201511,2036700,8,1455943,,8.0,
6503,448247,2015,12,201512,2036700,8,1455943,0.0,8.0,
6504,448247,2016,01,201601,2036700,8,8675194,4.958470901676782,8.0,0.0
