,회사ID,년도,월,연월,월별_연금보험료,월별_직원수,연매출액,전년도(기록연도)_대비_매출액_증감률,연평균_직원수,전년도(기록연도)_대비_직원수_증감률
0,123882,2016,01,201601,752560,5,289034,,5.666666666666667,
1,123882,2016,02,201602,642320,4,289034,0.0,5.666666666666667,
2,123882,2016,03,201603,1069820,6,289034,0.0,5.666666666666667,
3,123882,2016,04,201604,1069820,6,289034,0.0,5.666666666666667,
4,123882,2016,05,201605,1069820,6,289034,0.0,5.666666666666667,
5,123882,2016,06,201606,1448720,7,289034,0.0,5.666666666666667,
6,123882,2016,07,201607,1372660,6,289034,0.0,5.666666666666667,
7,123882,2016,08,201608,1462660,7,289034,0.0,5.666666666666667,
8,123882,2016,09,201609,1072060,6,289034,0.0,5.666666666666667,
9,123882,2016,10,201610,1072060,6,289034,0.0,5.666666666666667,
10,123882,2016,11,201611,757060,5,289034,0.0,5.666666666666667,
11,123882,2016,12,201612,644560,4,289034,0.0,5.666666666666667,
12,123882,2017,01,201701,644560,4,1044575,2.614021187818734,7.333333333333333,0.2941176470588234
13,123882,2017,02,201702,842560,6,1044575,0.0,7.333333333333333,0.2941176470588234
14,123882,2017,03,201703,1297500,6,1044575,0.0,7.333333333333333,0.2941176470588234
15,123882,2017,04,201704,1459500,8,1044575,0.0,7.333333333333333,0.2941176470588234
16,123882,2017,05,201705,1443040,8,1044575,0.0,7.333333333333333,0.2941176470588234
17,123882,2017,06,201706,1371040,7,1044575,0.0,7.333333333333333,0.2941176470588234
18,123882,2017,07,201707,1401900,7,1044575,0.0,7.333333333333333,0.2941176470588234
19,123882,2017,08,201708,1491900,8,1044575,0.0,7.333333333333333,0.2941176470588234
20,123882,2017,09,201709,1401900,7,1044575,0.0,7.333333333333333,0.2941176470588234
21,123882,2017,10,201710,1581900,9,1044575,0.0,7.333333333333333,0.2941176470588234
22,123882,2017,11,201711,1581900,9,1044575,0.0,7.333333333333333,0.2941176470588234
23,123882,2017,12,201712,1581900,9,1044575,0.0,7.333333333333333,0.2941176470588234
24,123882,2018,01,201801,1491900,8,5293947,4.068039154680133,7.583333333333333,0.03409090909090917
25,123882,2018,02,201802,1491900,8,5293947,0.0,7.583333333333333,0.03409090909090917
26,123882,2018,03,201803,1563900,9,5293947,0.0,7.583333333333333,0.03409090909090917
27,123882,2018,04,201804,1824900,9,5293947,0.0,7.583333333333333,0.03409090909090917
28,123882,2018,05,201805,1824900,9,5293947,0.0,7.583333333333333,0.03409090909090917
29,123882,2018,06,201806,1824900,9,5293947,0.0,7.583333333333333,0.03409090909090917
30,123882,2018,07,201807,1855160,9,5293947,0.0,7.583333333333333,0.03409090909090917
31,123882,2018,08,201808,1523160,6,5293947,0.0,7.583333333333333,0.03409090909090917
32,123882,2018,09,201809,1523160,6,5293947,0.0,7.583333333333333,0.03409090909090917
33,123882,2018,10,201810,1523160,6,5293947,0.0,7.583333333333333,0.03409090909090917
34,123882,2018,11,201811,1523160,6,5293947,0.0,7.583333333333333,0.03409090909090917
35,123882,2018,12,201812,1523160,6,5293947,0.0,7.583333333333333,0.03409090909090917
36,125984,2015,11,201511,2772140,10,3233119,,10.5,
37,125984,2015,12,201512,2979140,11,3233119,0.0,10.5,
38,125984,2016,01,201601,2979140,11,4378421,0.35424059553638454,12.333333333333334,0.17460317460317465
39,125984,2016,02,201602,2979140,11,4378421,0.0,12.333333333333334,0.17460317460317465
40,125984,2016,03,201603,2674680,10,4378421,0.0,12.333333333333334,0.17460317460317465
41,125984,2016,04,201604,3034680,11,4378421,0.0,12.333333333333334,0.17460317460317465
42,125984,2016,05,201605,3340680,12,4378421,0.0,12.333333333333334,0.17460317460317465
43,125984,2016,06,201606,3979680,14,4378421,0.0,12.333333333333334,0.17460317460317465
44,125984,2016,07,201607,4172080,15,4378421,0.0,12.333333333333334,0.17460317460317465
45,125984,2016,08,201608,3969220,14,4378421,0.0,12.333333333333334,0.17460317460317465
46,125984,2016,09,201609,3969220,14,4378421,0.0,12.333333333333334,0.17460317460317465
47,125984,2016,10,201610,3294220,12,4378421,0.0,12.333333333333334,0.17460317460317465
48,125984,2016,11,201611,3294220,12,4378421,0.0,12.333333333333334,0.17460317460317465
49,125984,2016,12,201612,3294220,12,4378421,0.0,12.333333333333334,0.17460317460317465
50,125984,2018,01,201801,3553800,13,8019667,0.8316345093356714,16.0,0.29729729729729715
51,125984,2018,02,201802,3562800,13,8019667,0.0,16.0,0.29729729729729715
52,125984,2018,03,201803,3886800,14,8019667,0.0,16.0,0.29729729729729715
53,125984,2018,04,201804,4534800,16,8019667,0.0,16.0,0.29729729729729715
54,125984,2018,05,201805,4609780,16,8019667,0.0,16.0,0.29729729729729715
55,125984,2018,06,201806,4609780,16,8019667,0.0,16.0,0.29729729729729715
56,125984,2018,07,201807,5013320,17,8019667,0.0,16.0,0.29729729729729715
57,125984,2018,08,201808,5283320,18,8019667,0.0,16.0,0.29729729729729715
58,125984,2018,09,201809,5283320,18,8019667,0.0,16.0,0.29729729729729715
59,125984,2018,10,201810,4959320,17,8019667,0.0,16.0,0.29729729729729715
60,125984,2018,11,201811,4959320,17,8019667,0.0,16.0,0.29729729729729715
61,125984,2018,12,201812,4959320,17,8019667,0.0,16.0,0.29729729729729715
62,126664,2015,11,201511,225166820,740,256505233,,742.0,
63,126664,2015,12,201512,225269940,744,256505233,0.0,742.0,
64,126664,2016,01,201601,226535440,750,304408150,0.18675220165976114,782.3333333333334,0.054357592093441154
65,126664,2016,02,201602,227341300,757,304408150,0.0,782.3333333333334,0.054357592093441154
66,126664,2016,03,201603,227574920,764,304408150,0.0,782.3333333333334,0.054357592093441154
67,126664,2016,04,201604,228204560,767,304408150,0.0,782.3333333333334,0.054357592093441154
68,126664,2016,05,201605,231921380,787,304408150,0.0,782.3333333333334,0.054357592093441154
69,126664,2016,06,201606,230265700,781,304408150,0.0,782.3333333333334,0.054357592093441154
70,126664,2016,07,201607,243721920,783,304408150,0.0,782.3333333333334,0.054357592093441154
71,126664,2016,08,201608,246041600,794,304408150,0.0,782.3333333333334,0.054357592093441154
72,126664,2016,09,201609,247962960,801,304408150,0.0,782.3333333333334,0.054357592093441154
73,126664,2016,10,201610,245209420,793,304408150,0.0,782.3333333333334,0.054357592093441154
74,126664,2016,11,201611,247574480,804,304408150,0.0,782.3333333333334,0.054357592093441154
75,126664,2016,12,201612,248782300,807,304408150,0.0,782.3333333333334,0.054357592093441154
76,126664,2017,01,201701,250633620,812,323278620,0.061990685860414674,818.1666666666666,0.045803152961227056
77,126664,2017,02,201702,256850540,830,323278620,0.0,818.1666666666666,0.045803152961227056
78,126664,2017,03,201703,258806960,837,323278620,0.0,818.1666666666666,0.045803152961227056
79,126664,2017,04,201704,260365560,842,323278620,0.0,818.1666666666666,0.045803152961227056
80,126664,2017,05,201705,242512120,798,323278620,0.0,818.1666666666666,0.045803152961227056
81,126664,2017,06,201706,242557240,798,323278620,0.0,818.1666666666666,0.045803152961227056
82,126664,2017,07,201707,262179220,807,323278620,0.0,818.1666666666666,0.045803152961227056
83,126664,2017,08,201708,263032420,810,323278620,0.0,818.1666666666666,0.045803152961227056
84,126664,2017,09,201709,265179520,817,323278620,0.0,818.1666666666666,0.045803152961227056
85,126664,2017,10,201710,267491500,828,323278620,0.0,818.1666666666666,0.045803152961227056
86,126664,2017,11,201711,263933160,820,323278620,0.0,818.1666666666666,0.045803152961227056
87,126664,2017,12,201712,263274760,819,323278620,0.0,818.1666666666666,0.045803152961227056
88,126664,2018,01,201801,260711560,811,353839107,0.09453296664035493,845.3333333333334,0.03320431859849271
89,126664,2018,02,201802,262713300,818,353839107,0.0,845.3333333333334,0.03320431859849271
90,126664,2018,03,201803,265574000,829,353839107,0.0,845.3333333333334,0.03320431859849271
91,126664,2018,04,201804,268715040,844,353839107,0.0,845.3333333333334,0.03320431859849271
92,126664,2018,05,201805,264355660,832,353839107,0.0,845.3333333333334,0.03320431859849271
93,126664,2018,06,201806,266399560,837,353839107,0.0,845.3333333333334,0.03320431859849271
94,126664,2018,07,201807,285948920,838,353839107,0.0,845.3333333333334,0.03320431859849271
95,126664,2018,08,201808,288039980,846,353839107,0.0,845.3333333333334,0.03320431859849271
96,126664,2018,09,201809,290644660,867,353839107,0.0,845.3333333333334,0.03320431859849271
97,126664,2018,10,201810,292680440,876,353839107,0.0,845.3333333333334,0.03320431859849271
98,126664,2018,11,201811,290223920,872,353839107,0.0,845.3333333333334,0.03320431859849271
99,126664,2018,12,201812,290417440,874,353839107,0.0,845.3333333333334,0.03320431859849271
100,127366,2015,11,201511,78792380,244,55796793,,244.5,
101,127366,2015,12,201512,79377740,245,55796793,0.0,244.5,
102,127366,2016,01,201601,79088940,244,74306879,0.3317410375180523,248.83333333333334,0.017723244717109843
103,127366,2016,02,201602,80368380,248,74306879,0.0,248.83333333333334,0.017723244717109843
104,127366,2016,03,201603,81198360,251,74306879,0.0,248.83333333333334,0.017723244717109843
105,127366,2016,04,201604,79273900,246,74306879,0.0,248.83333333333334,0.017723244717109843
106,127366,2016,05,201605,80449040,251,74306879,0.0,248.83333333333334,0.017723244717109843
107,127366,2016,06,201606,80401980,251,74306879,0.0,248.83333333333334,0.017723244717109843
108,127366,2016,07,201607,81027340,246,74306879,0.0,248.83333333333334,0.017723244717109843
109,127366,2016,08,201608,82200040,250,74306879,0.0,248.83333333333334,0.017723244717109843
110,127366,2016,09,201609,82137040,250,74306879,0.0,248.83333333333334,0.017723244717109843
111,127366,2016,10,201610,81869280,250,74306879,0.0,248.83333333333334,0.017723244717109843
112,127366,2016,11,201611,81317140,248,74306879,0.0,248.83333333333334,0.017723244717109843
113,127366,2016,12,201612,81851580,251,74306879,0.0,248.83333333333334,0.017723244717109843
114,127366,2017,01,201701,82841760,254,175260490,1.3586038380107448,275.9166666666667,0.10884125920964505
115,127366,2017,02,201702,84908160,261,175260490,0.0,275.9166666666667,0.10884125920964505
116,127366,2017,03,201703,83909520,257,175260490,0.0,275.9166666666667,0.10884125920964505
117,127366,2017,04,201704,86918780,271,175260490,0.0,275.9166666666667,0.10884125920964505
118,127366,2017,05,201705,88953580,278,175260490,0.0,275.9166666666667,0.10884125920964505
119,127366,2017,06,201706,90657440,284,175260490,0.0,275.9166666666667,0.10884125920964505
120,127366,2017,07,201707,94699380,285,175260490,0.0,275.9166666666667,0.10884125920964505
121,127366,2017,08,201708,94487080,283,175260490,0.0,275.9166666666667,0.10884125920964505
122,127366,2017,09,201709,94191260,283,175260490,0.0,275.9166666666667,0.10884125920964505
123,127366,2017,10,201710,95037780,286,175260490,0.0,275.9166666666667,0.10884125920964505
124,127366,2017,11,201711,93098300,280,175260490,0.0,275.9166666666667,0.10884125920964505
125,127366,2017,12,201712,94262860,289,175260490,0.0,275.9166666666667,0.10884125920964505
126,127366,2018,01,201801,95156180,292,206951173,0.1808204633000854,315.0833333333333,0.14195107218363012
127,127366,2018,02,201802,97138700,299,206951173,0.0,315.0833333333333,0.14195107218363012
128,127366,2018,03,201803,98259360,303,206951173,0.0,315.0833333333333,0.14195107218363012
129,127366,2018,04,201804,102226640,318,206951173,0.0,315.0833333333333,0.14195107218363012
130,127366,2018,05,201805,102665720,319,206951173,0.0,315.0833333333333,0.14195107218363012
131,127366,2018,06,201806,104173400,322,206951173,0.0,315.0833333333333,0.14195107218363012
132,127366,2018,07,201807,110581360,320,206951173,0.0,315.0833333333333,0.14195107218363012
133,127366,2018,08,201808,111587900,325,206951173,0.0,315.0833333333333,0.14195107218363012
134,127366,2018,09,201809,111131720,324,206951173,0.0,315.0833333333333,0.14195107218363012
135,127366,2018,10,201810,110517300,321,206951173,0.0,315.0833333333333,0.14195107218363012
136,127366,2018,11,201811,110186900,321,206951173,0.0,315.0833333333333,0.14195107218363012
137,127366,2018,12,201812,108947260,317,206951173,0.0,315.0833333333333,0.14195107218363012
138,127503,2015,11,201511,39792620,160,51624895,,158.5,
139,127503,2015,12,201512,39200240,157,51624895,0.0,158.5,
140,127503,2016,01,201601,38373500,154,65186489,0.26269484906458396,175.75,0.10883280757097791
141,127503,2016,02,201602,38801000,157,65186489,0.0,175.75,0.10883280757097791
142,127503,2016,03,201603,38853660,157,65186489,0.0,175.75,0.10883280757097791
143,127503,2016,04,201604,41440860,175,65186489,0.0,175.75,0.10883280757097791
144,127503,2016,05,201605,42223960,182,65186489,0.0,175.75,0.10883280757097791
145,127503,2016,06,201606,41769300,180,65186489,0.0,175.75,0.10883280757097791
146,127503,2016,07,201607,47230840,173,65186489,0.0,175.75,0.10883280757097791
147,127503,2016,08,201608,46787500,171,65186489,0.0,175.75,0.10883280757097791
148,127503,2016,09,201609,48173540,181,65186489,0.0,175.75,0.10883280757097791
149,127503,2016,10,201610,48218560,184,65186489,0.0,175.75,0.10883280757097791
150,127503,2016,11,201611,49383620,196,65186489,0.0,175.75,0.10883280757097791
151,127503,2016,12,201612,49666300,199,65186489,0.0,175.75,0.10883280757097791
152,127503,2017,01,201701,53095940,219,82316727,0.2627881676523489,242.41666666666666,0.3793266951161687
153,127503,2017,02,201702,53511640,218,82316727,0.0,242.41666666666666,0.3793266951161687
154,127503,2017,03,201703,57211540,236,82316727,0.0,242.41666666666666,0.3793266951161687
155,127503,2017,04,201704,54174400,224,82316727,0.0,242.41666666666666,0.3793266951161687
156,127503,2017,05,201705,53169020,219,82316727,0.0,242.41666666666666,0.3793266951161687
157,127503,2017,06,201706,53527800,220,82316727,0.0,242.41666666666666,0.3793266951161687
158,127503,2017,07,201707,61749580,224,82316727,0.0,242.41666666666666,0.3793266951161687
159,127503,2017,08,201708,66388640,248,82316727,0.0,242.41666666666666,0.3793266951161687
160,127503,2017,09,201709,70378200,266,82316727,0.0,242.41666666666666,0.3793266951161687
161,127503,2017,10,201710,71210980,269,82316727,0.0,242.41666666666666,0.3793266951161687
162,127503,2017,11,201711,75617480,289,82316727,0.0,242.41666666666666,0.3793266951161687
163,127503,2017,12,201712,73059420,277,82316727,0.0,242.41666666666666,0.3793266951161687
164,127503,2018,01,201801,71572720,268,84192068,0.022782016102268043,290.25,0.19731866620831906
165,127503,2018,02,201802,78195280,293,84192068,0.0,290.25,0.19731866620831906
166,127503,2018,03,201803,77805700,291,84192068,0.0,290.25,0.19731866620831906
167,127503,2018,04,201804,77285120,287,84192068,0.0,290.25,0.19731866620831906
168,127503,2018,05,201805,76498400,285,84192068,0.0,290.25,0.19731866620831906
169,127503,2018,06,201806,74680720,278,84192068,0.0,290.25,0.19731866620831906
170,127503,2018,07,201807,84077780,281,84192068,0.0,290.25,0.19731866620831906
171,127503,2018,08,201808,84563780,283,84192068,0.0,290.25,0.19731866620831906
172,127503,2018,09,201809,86266780,290,84192068,0.0,290.25,0.19731866620831906
173,127503,2018,10,201810,88633340,297,84192068,0.0,290.25,0.19731866620831906
174,127503,2018,11,201811,92561580,313,84192068,0.0,290.25,0.19731866620831906
175,127503,2018,12,201812,93398580,317,84192068,0.0,290.25,0.19731866620831906
176,127669,2015,11,201511,52775320,189,141809135,,195.0,
177,127669,2015,12,201512,56032280,201,141809135,0.0,195.0,
178,127669,2016,01,201601,55950480,201,154169677,0.08716322823631928,209.75,0.0756410256410256
179,127669,2016,02,201602,56567960,204,154169677,0.0,209.75,0.0756410256410256
180,127669,2016,03,201603,55481960,200,154169677,0.0,209.75,0.0756410256410256
181,127669,2016,04,201604,56236400,203,154169677,0.0,209.75,0.0756410256410256
182,127669,2016,05,201605,56909020,206,154169677,0.0,209.75,0.0756410256410256
183,127669,2016,06,201606,58205100,210,154169677,0.0,209.75,0.0756410256410256
184,127669,2016,07,201607,58765540,210,154169677,0.0,209.75,0.0756410256410256
185,127669,2016,08,201608,60109880,214,154169677,0.0,209.75,0.0756410256410256
186,127669,2016,09,201609,61259080,219,154169677,0.0,209.75,0.0756410256410256
187,127669,2016,10,201610,60197840,214,154169677,0.0,209.75,0.0756410256410256
188,127669,2016,11,201611,60099480,216,154169677,0.0,209.75,0.0756410256410256
189,127669,2016,12,201612,61180180,220,154169677,0.0,209.75,0.0756410256410256
190,127669,2017,01,201701,60959940,221,173287848,0.12400733641025918,242.25,0.15494636471990475
191,127669,2017,02,201702,62464800,227,173287848,0.0,242.25,0.15494636471990475
192,127669,2017,03,201703,63579680,231,173287848,0.0,242.25,0.15494636471990475
193,127669,2017,04,201704,65458140,238,173287848,0.0,242.25,0.15494636471990475
194,127669,2017,05,201705,65222340,237,173287848,0.0,242.25,0.15494636471990475
195,127669,2017,06,201706,66371100,242,173287848,0.0,242.25,0.15494636471990475
196,127669,2017,07,201707,71483380,242,173287848,0.0,242.25,0.15494636471990475
197,127669,2017,08,201708,72174120,245,173287848,0.0,242.25,0.15494636471990475
198,127669,2017,09,201709,73908040,252,173287848,0.0,242.25,0.15494636471990475
199,127669,2017,10,201710,74245800,253,173287848,0.0,242.25,0.15494636471990475
200,127669,2017,11,201711,75118680,257,173287848,0.0,242.25,0.15494636471990475
201,127669,2017,12,201712,76540820,262,173287848,0.0,242.25,0.15494636471990475
202,127669,2018,01,201801,77326880,265,197184928,0.13790395735077743,273.3333333333333,0.12831097351221188
203,127669,2018,02,201802,77513640,266,197184928,0.0,273.3333333333333,0.12831097351221188
204,127669,2018,03,201803,78011780,268,197184928,0.0,273.3333333333333,0.12831097351221188
205,127669,2018,04,201804,77191160,265,197184928,0.0,273.3333333333333,0.12831097351221188
206,127669,2018,05,201805,78132920,270,197184928,0.0,273.3333333333333,0.12831097351221188
207,127669,2018,06,201806,77963780,270,197184928,0.0,273.3333333333333,0.12831097351221188
208,127669,2018,07,201807,84253580,272,197184928,0.0,273.3333333333333,0.12831097351221188
209,127669,2018,08,201808,86512820,279,197184928,0.0,273.3333333333333,0.12831097351221188
210,127669,2018,09,201809,87435980,283,197184928,0.0,273.3333333333333,0.12831097351221188
211,127669,2018,10,201810,85497760,277,197184928,0.0,273.3333333333333,0.12831097351221188
212,127669,2018,11,201811,85665920,278,197184928,0.0,273.3333333333333,0.12831097351221188
213,127669,2018,12,201812,88026300,287,197184928,0.0,273.3333333333333,0.12831097351221188
214,128405,2015,11,201511,30016660,140,14204553,,150.5,
215,128405,2015,12,201512,32703160,161,14204553,0.0,150.5,
216,128405,2016,01,201601,32125100,159,20362468,0.43351698571577724,151.0,0.0033222591362125353
217,128405,2016,02,201602,32724680,160,20362468,0.0,151.0,0.0033222591362125353
218,128405,2016,03,201603,32360820,158,20362468,0.0,151.0,0.0033222591362125353
219,128405,2016,04,201604,32285680,156,20362468,0.0,151.0,0.0033222591362125353
220,128405,2016,05,201605,31407120,152,20362468,0.0,151.0,0.0033222591362125353
221,128405,2016,06,201606,28538940,143,20362468,0.0,151.0,0.0033222591362125353
222,128405,2016,07,201607,28966100,136,20362468,0.0,151.0,0.0033222591362125353
223,128405,2016,08,201608,30164180,145,20362468,0.0,151.0,0.0033222591362125353
224,128405,2016,09,201609,30781140,154,20362468,0.0,151.0,0.0033222591362125353
225,128405,2016,10,201610,29994100,151,20362468,0.0,151.0,0.0033222591362125353
226,128405,2016,11,201611,29443420,150,20362468,0.0,151.0,0.0033222591362125353
227,128405,2016,12,201612,29090000,148,20362468,0.0,151.0,0.0033222591362125353
228,128405,2017,01,201701,29124720,145,31578595,0.5508235543942905,162.0,0.07284768211920523
229,128405,2017,02,201702,29764380,147,31578595,0.0,162.0,0.07284768211920523
230,128405,2017,03,201703,31172880,155,31578595,0.0,162.0,0.07284768211920523
231,128405,2017,04,201704,31362060,156,31578595,0.0,162.0,0.07284768211920523
232,128405,2017,05,201705,31442180,157,31578595,0.0,162.0,0.07284768211920523
233,128405,2017,06,201706,31373260,159,31578595,0.0,162.0,0.07284768211920523
234,128405,2017,07,201707,33251760,156,31578595,0.0,162.0,0.07284768211920523
235,128405,2017,08,201708,34599780,162,31578595,0.0,162.0,0.07284768211920523
236,128405,2017,09,201709,35635580,171,31578595,0.0,162.0,0.07284768211920523
237,128405,2017,10,201710,36747260,177,31578595,0.0,162.0,0.07284768211920523
238,128405,2017,11,201711,36211240,178,31578595,0.0,162.0,0.07284768211920523
239,128405,2017,12,201712,36948340,181,31578595,0.0,162.0,0.07284768211920523
240,128405,2018,01,201801,37327600,182,36933232,0.16956539706722218,184.91666666666666,0.14146090534979416
241,128405,2018,02,201802,37332300,181,36933232,0.0,184.91666666666666,0.14146090534979416
242,128405,2018,03,201803,37201000,178,36933232,0.0,184.91666666666666,0.14146090534979416
243,128405,2018,04,201804,38595100,185,36933232,0.0,184.91666666666666,0.14146090534979416
244,128405,2018,05,201805,39418520,193,36933232,0.0,184.91666666666666,0.14146090534979416
245,128405,2018,06,201806,38021920,183,36933232,0.0,184.91666666666666,0.14146090534979416
246,128405,2018,07,201807,41018500,184,36933232,0.0,184.91666666666666,0.14146090534979416
247,128405,2018,08,201808,42026040,187,36933232,0.0,184.91666666666666,0.14146090534979416
248,128405,2018,09,201809,41708000,186,36933232,0.0,184.91666666666666,0.14146090534979416
249,128405,2018,10,201810,41233000,183,36933232,0.0,184.91666666666666,0.14146090534979416
250,128405,2018,11,201811,41850680,185,36933232,0.0,184.91666666666666,0.14146090534979416
251,128405,2018,12,201812,43332880,192,36933232,0.0,184.91666666666666,0.14146090534979416
252,129486,2016,01,201601,18872420,110,30058016,,106.08333333333333,
253,129486,2016,02,201602,18739760,109,30058016,0.0,106.08333333333333,
254,129486,2016,03,201603,18739760,109,30058016,0.0,106.08333333333333,
255,129486,2016,04,201604,18486040,107,30058016,0.0,106.08333333333333,
256,129486,2016,05,201605,18486040,107,30058016,0.0,106.08333333333333,
257,129486,2016,06,201606,18351760,106,30058016,0.0,106.08333333333333,
258,129486,2016,07,201607,21957980,106,30058016,0.0,106.08333333333333,
259,129486,2016,08,201608,21812540,105,30058016,0.0,106.08333333333333,
260,129486,2016,09,201609,21667100,104,30058016,0.0,106.08333333333333,
261,129486,2016,10,201610,21667100,104,30058016,0.0,106.08333333333333,
262,129486,2016,11,201611,21470820,103,30058016,0.0,106.08333333333333,
263,129486,2016,12,201612,21470820,103,30058016,0.0,106.08333333333333,
264,129486,2017,01,201701,21643700,104,31512689,0.04839550953728944,122.58333333333333,0.15553809897879023
265,129486,2017,02,201702,21616700,104,31512689,0.0,122.58333333333333,0.15553809897879023
266,129486,2017,03,201703,23714960,117,31512689,0.0,122.58333333333333,0.15553809897879023
267,129486,2017,04,201704,23714960,117,31512689,0.0,122.58333333333333,0.15553809897879023
268,129486,2017,05,201705,23692280,117,31512689,0.0,122.58333333333333,0.15553809897879023
269,129486,2017,06,201706,23846360,118,31512689,0.0,122.58333333333333,0.15553809897879023
270,129486,2017,07,201707,28654360,129,31512689,0.0,122.58333333333333,0.15553809897879023
271,129486,2017,08,201708,29302360,133,31512689,0.0,122.58333333333333,0.15553809897879023
272,129486,2017,09,201709,29043620,132,31512689,0.0,122.58333333333333,0.15553809897879023
273,129486,2017,10,201710,29332880,134,31512689,0.0,122.58333333333333,0.15553809897879023
274,129486,2017,11,201711,29096900,133,31512689,0.0,122.58333333333333,0.15553809897879023
275,129486,2017,12,201712,29096900,133,31512689,0.0,122.58333333333333,0.15553809897879023
276,129486,2018,01,201801,29842540,136,34076811,0.08136792134749271,141.5,0.15431679129843645
277,129486,2018,02,201802,29714200,135,34076811,0.0,141.5,0.15431679129843645
278,129486,2018,03,201803,30054400,137,34076811,0.0,141.5,0.15431679129843645
279,129486,2018,04,201804,30297400,138,34076811,0.0,141.5,0.15431679129843645
280,129486,2018,05,201805,31001740,142,34076811,0.0,141.5,0.15431679129843645
281,129486,2018,06,201806,31001740,142,34076811,0.0,141.5,0.15431679129843645
282,129486,2018,07,201807,34221860,140,34076811,0.0,141.5,0.15431679129843645
283,129486,2018,08,201808,33800660,139,34076811,0.0,141.5,0.15431679129843645
284,129486,2018,09,201809,35411660,149,34076811,0.0,141.5,0.15431679129843645
285,129486,2018,10,201810,34780780,146,34076811,0.0,141.5,0.15431679129843645
286,129486,2018,11,201811,34942780,147,34076811,0.0,141.5,0.15431679129843645
287,129486,2018,12,201812,34942780,147,34076811,0.0,141.5,0.15431679129843645
288,129633,2015,11,201511,1625080,11,6741942,,11.0,
289,129633,2015,12,201512,1600340,11,6741942,0.0,11.0,
290,129633,2016,01,201601,1600340,11,9612866,0.42583042096772705,14.25,0.2954545454545454
291,129633,2016,02,201602,1525120,10,9612866,0.0,14.25,0.2954545454545454
292,129633,2016,03,201603,1795120,11,9612866,0.0,14.25,0.2954545454545454
293,129633,2016,04,201604,1975120,13,9612866,0.0,14.25,0.2954545454545454
294,129633,2016,05,201605,2289400,14,9612866,0.0,14.25,0.2954545454545454
295,129633,2016,06,201606,2508720,15,9612866,0.0,14.25,0.2954545454545454
296,129633,2016,07,201607,2714800,16,9612866,0.0,14.25,0.2954545454545454
297,129633,2016,08,201608,2714800,16,9612866,0.0,14.25,0.2954545454545454
298,129633,2016,09,201609,2714800,16,9612866,0.0,14.25,0.2954545454545454
299,129633,2016,10,201610,2444800,15,9612866,0.0,14.25,0.2954545454545454
300,129633,2016,11,201611,2444800,15,9612866,0.0,14.25,0.2954545454545454
301,129633,2016,12,201612,3056680,19,9612866,0.0,14.25,0.2954545454545454
302,129633,2017,01,201701,3240360,19,16640671,0.7310832170135317,76.41666666666667,4.362573099415205
303,129633,2017,02,201702,4072760,23,16640671,0.0,76.41666666666667,4.362573099415205
304,129633,2017,03,201703,4110100,23,16640671,0.0,76.41666666666667,4.362573099415205
305,129633,2017,04,201704,9725440,92,16640671,0.0,76.41666666666667,4.362573099415205
306,129633,2017,05,201705,9531840,90,16640671,0.0,76.41666666666667,4.362573099415205
307,129633,2017,06,201706,9458760,89,16640671,0.0,76.41666666666667,4.362573099415205
308,129633,2017,07,201707,9913180,91,16640671,0.0,76.41666666666667,4.362573099415205
309,129633,2017,08,201708,9885520,91,16640671,0.0,76.41666666666667,4.362573099415205
310,129633,2017,09,201709,10662360,99,16640671,0.0,76.41666666666667,4.362573099415205
311,129633,2017,10,201710,10923720,99,16640671,0.0,76.41666666666667,4.362573099415205
312,129633,2017,11,201711,10800860,97,16640671,0.0,76.41666666666667,4.362573099415205
313,129633,2017,12,201712,12862280,104,16640671,0.0,76.41666666666667,4.362573099415205
314,129633,2018,01,201801,14069720,108,18221730,0.09501173360136739,126.25,0.6521264994547435
315,129633,2018,02,201802,13447380,108,18221730,0.0,126.25,0.6521264994547435
316,129633,2018,03,201803,13357380,107,18221730,0.0,126.25,0.6521264994547435
317,129633,2018,04,201804,17486660,123,18221730,0.0,126.25,0.6521264994547435
318,129633,2018,05,201805,21719280,137,18221730,0.0,126.25,0.6521264994547435
319,129633,2018,06,201806,21799380,134,18221730,0.0,126.25,0.6521264994547435
320,129633,2018,07,201807,23220640,135,18221730,0.0,126.25,0.6521264994547435
321,129633,2018,08,201808,22840700,132,18221730,0.0,126.25,0.6521264994547435
322,129633,2018,09,201809,23808900,136,18221730,0.0,126.25,0.6521264994547435
323,129633,2018,10,201810,23399880,133,18221730,0.0,126.25,0.6521264994547435
324,129633,2018,11,201811,23399880,133,18221730,0.0,126.25,0.6521264994547435
325,129633,2018,12,201812,22939840,129,18221730,0.0,126.25,0.6521264994547435
326,130344,2015,11,201511,19213100,91,45631762,,92.5,
327,130344,2015,12,201512,19854800,94,45631762,0.0,92.5,
328,130344,2016,01,201601,20576700,98,52047832,0.14060535291186005,99.5,0.07567567567567557
329,130344,2016,02,201602,19767920,94,52047832,0.0,99.5,0.07567567567567557
330,130344,2016,03,201603,20595920,99,52047832,0.0,99.5,0.07567567567567557
331,130344,2016,04,201604,19466260,96,52047832,0.0,99.5,0.07567567567567557
332,130344,2016,05,201605,19847500,98,52047832,0.0,99.5,0.07567567567567557
333,130344,2016,06,201606,19836800,98,52047832,0.0,99.5,0.07567567567567557
