회사ID,년도,월,연월,월별_연금보험료,월별_직원수,연매출액,전년도(기록연도)_대비_매출액_증감률,연평균_직원수,전년도(기록연도)_대비_직원수_증감률
123882,2016,1,201601,752560,5,289034,,5.666666667,
123882,2016,2,201602,642320,4,289034,,5.666666667,
123882,2016,3,201603,1069820,6,289034,,5.666666667,
123882,2016,4,201604,1069820,6,289034,,5.666666667,
123882,2016,5,201605,1069820,6,289034,,5.666666667,
123882,2016,6,201606,1448720,7,289034,,5.666666667,
123882,2016,7,201607,1372660,6,289034,,5.666666667,
123882,2016,8,201608,1462660,7,289034,,5.666666667,
123882,2016,9,201609,1072060,6,289034,,5.666666667,
123882,2016,10,201610,1072060,6,289034,,5.666666667,
123882,2016,11,201611,757060,5,289034,,5.666666667,
123882,2016,12,201612,644560,4,289034,,5.666666667,
123882,2017,1,201701,644560,4,1044575,2.614021188,7.333333333,0.294117647
123882,2017,2,201702,842560,6,1044575,2.614021188,7.333333333,0.294117647
123882,2017,3,201703,1297500,6,1044575,2.614021188,7.333333333,0.294117647
123882,2017,4,201704,1459500,8,1044575,2.614021188,7.333333333,0.294117647
123882,2017,5,201705,1443040,8,1044575,2.614021188,7.333333333,0.294117647
123882,2017,6,201706,1371040,7,1044575,2.614021188,7.333333333,0.294117647
123882,2017,7,201707,1401900,7,1044575,2.614021188,7.333333333,0.294117647
123882,2017,8,201708,1491900,8,1044575,2.614021188,7.333333333,0.294117647
123882,2017,9,201709,1401900,7,1044575,2.614021188,7.333333333,0.294117647
123882,2017,10,201710,1581900,9,1044575,2.614021188,7.333333333,0.294117647
123882,2017,11,201711,1581900,9,1044575,2.614021188,7.333333333,0.294117647
123882,2017,12,201712,1581900,9,1044575,2.614021188,7.333333333,0.294117647
123882,2018,1,201801,1491900,8,5293947,4.068039155,7.583333333,0.034090909
123882,2018,2,201802,1491900,8,5293947,4.068039155,7.583333333,0.034090909
123882,2018,3,201803,1563900,9,5293947,4.068039155,7.583333333,0.034090909
123882,2018,4,201804,1824900,9,5293947,4.068039155,7.583333333,0.034090909
123882,2018,5,201805,1824900,9,5293947,4.068039155,7.583333333,0.034090909
123882,2018,6,201806,1824900,9,5293947,4.068039155,7.583333333,0.034090909
123882,2018,7,201807,1855160,9,5293947,4.068039155,7.583333333,0.034090909
123882,2018,8,201808,1523160,6,5293947,4.068039155,7.583333333,0.034090909
123882,2018,9,201809,1523160,6,5293947,4.068039155,7.583333333,0.034090909
123882,2018,10,201810,1523160,6,5293947,4.068039155,7.583333333,0.034090909
123882,2018,11,201811,1523160,6,5293947,4.068039155,7.583333333,0.034090909
123882,2018,12,201812,1523160,6,5293947,4.068039155,7.583333333,0.034090909
125984,2015,11,201511,2772140,10,3233119,,10.5,
125984,2015,12,201512,2979140,11,3233119,,10.5,
125984,2016,1,201601,2979140,11,4378421,0.354240596,12.33333333,0.174603175
125984,2016,2,201602,2979140,11,4378421,0.354240596,12.33333333,0.174603175
125984,2016,3,201603,2674680,10,4378421,0.354240596,12.33333333,0.174603175
125984,2016,4,201604,3034680,11,4378421,0.354240596,12.33333333,0.174603175
125984,2016,5,201605,3340680,12,4378421,0.354240596,12.33333333,0.174603175
125984,2016,6,201606,3979680,14,4378421,0.354240596,12.33333333,0.174603175
125984,2016,7,201607,4172080,15,4378421,0.354240596,12.33333333,0.174603175
125984,2016,8,201608,3969220,14,4378421,0.354240596,12.33333333,0.174603175
125984,2016,9,201609,3969220,14,4378421,0.354240596,12.33333333,0.174603175
125984,2016,10,201610,3294220,12,4378421,0.354240596,12.33333333,0.174603175
125984,2016,11,201611,3294220,12,4378421,0.354240596,12.33333333,0.174603175
125984,2016,12,201612,3294220,12,4378421,0.354240596,12.33333333,0.174603175
125984,2018,1,201801,3553800,13,8019667,0.831634509,16,0.297297297
125984,2018,2,201802,3562800,13,8019667,0.831634509,16,0.297297297
125984,2018,3,201803,3886800,14,8019667,0.831634509,16,0.297297297
125984,2018,4,201804,4534800,16,8019667,0.831634509,16,0.297297297
125984,2018,5,201805,4609780,16,8019667,0.831634509,16,0.297297297
125984,2018,6,201806,4609780,16,8019667,0.831634509,16,0.297297297
125984,2018,7,201807,5013320,17,8019667,0.831634509,16,0.297297297
125984,2018,8,201808,5283320,18,8019667,0.831634509,16,0.297297297
125984,2018,9,201809,5283320,18,8019667,0.831634509,16,0.297297297
125984,2018,10,201810,4959320,17,8019667,0.831634509,16,0.297297297
125984,2018,11,201811,4959320,17,8019667,0.831634509,16,0.297297297
125984,2018,12,201812,4959320,17,8019667,0.831634509,16,0.297297297
126664,2015,11,201511,225166820,740,256505233,,742,
126664,2015,12,201512,225269940,744,256505233,,742,
126664,2016,1,201601,226535440,750,304408150,0.186752202,782.3333333,0.054357592
126664,2016,2,201602,227341300,757,304408150,0.186752202,782.3333333,0.054357592
126664,2016,3,201603,227574920,764,304408150,0.186752202,782.3333333,0.054357592
126664,2016,4,201604,228204560,767,304408150,0.186752202,782.3333333,0.054357592
126664,2016,5,201605,231921380,787,304408150,0.186752202,782.3333333,0.054357592
126664,2016,6,201606,230265700,781,304408150,0.186752202,782.3333333,0.054357592
126664,2016,7,201607,243721920,783,304408150,0.186752202,782.3333333,0.054357592
126664,2016,8,201608,246041600,794,304408150,0.186752202,782.3333333,0.054357592
126664,2016,9,201609,247962960,801,304408150,0.186752202,782.3333333,0.054357592
126664,2016,10,201610,245209420,793,304408150,0.186752202,782.3333333,0.054357592
126664,2016,11,201611,247574480,804,304408150,0.186752202,782.3333333,0.054357592
126664,2016,12,201612,248782300,807,304408150,0.186752202,782.3333333,0.054357592
126664,2017,1,201701,250633620,812,323278620,0.061990686,818.1666667,0.045803153
126664,2017,2,201702,256850540,830,323278620,0.061990686,818.1666667,0.045803153
126664,2017,3,201703,258806960,837,323278620,0.061990686,818.1666667,0.045803153
126664,2017,4,201704,260365560,842,323278620,0.061990686,818.1666667,0.045803153
126664,2017,5,201705,242512120,798,323278620,0.061990686,818.1666667,0.045803153
126664,2017,6,201706,242557240,798,323278620,0.061990686,818.1666667,0.045803153
126664,2017,7,201707,262179220,807,323278620,0.061990686,818.1666667,0.045803153
126664,2017,8,201708,263032420,810,323278620,0.061990686,818.1666667,0.045803153
126664,2017,9,201709,265179520,817,323278620,0.061990686,818.1666667,0.045803153
126664,2017,10,201710,267491500,828,323278620,0.061990686,818.1666667,0.045803153
126664,2017,11,201711,263933160,820,323278620,0.061990686,818.1666667,0.045803153
126664,2017,12,201712,263274760,819,323278620,0.061990686,818.1666667,0.045803153
126664,2018,1,201801,260711560,811,353839107,0.094532967,845.3333333,0.033204319
126664,2018,2,201802,262713300,818,353839107,0.094532967,845.3333333,0.033204319
126664,2018,3,201803,265574000,829,353839107,0.094532967,845.3333333,0.033204319
126664,2018,4,201804,268715040,844,353839107,0.094532967,845.3333333,0.033204319
126664,2018,5,201805,264355660,832,353839107,0.094532967,845.3333333,0.033204319
126664,2018,6,201806,266399560,837,353839107,0.094532967,845.3333333,0.033204319
126664,2018,7,201807,285948920,838,353839107,0.094532967,845.3333333,0.033204319
126664,2018,8,201808,288039980,846,353839107,0.094532967,845.3333333,0.033204319
126664,2018,9,201809,290644660,867,353839107,0.094532967,845.3333333,0.033204319
126664,2018,10,201810,292680440,876,353839107,0.094532967,845.3333333,0.033204319
126664,2018,11,201811,290223920,872,353839107,0.094532967,845.3333333,0.033204319
126664,2018,12,201812,290417440,874,353839107,0.094532967,845.3333333,0.033204319
127366,2015,11,201511,78792380,244,55796793,,244.5,
127366,2015,12,201512,79377740,245,55796793,,244.5,
127366,2016,1,201601,79088940,244,74306879,0.331741038,248.8333333,0.017723245
127366,2016,2,201602,80368380,248,74306879,0.331741038,248.8333333,0.017723245
127366,2016,3,201603,81198360,251,74306879,0.331741038,248.8333333,0.017723245
127366,2016,4,201604,79273900,246,74306879,0.331741038,248.8333333,0.017723245
127366,2016,5,201605,80449040,251,74306879,0.331741038,248.8333333,0.017723245
127366,2016,6,201606,80401980,251,74306879,0.331741038,248.8333333,0.017723245
127366,2016,7,201607,81027340,246,74306879,0.331741038,248.8333333,0.017723245
127366,2016,8,201608,82200040,250,74306879,0.331741038,248.8333333,0.017723245
127366,2016,9,201609,82137040,250,74306879,0.331741038,248.8333333,0.017723245
127366,2016,10,201610,81869280,250,74306879,0.331741038,248.8333333,0.017723245
127366,2016,11,201611,81317140,248,74306879,0.331741038,248.8333333,0.017723245
127366,2016,12,201612,81851580,251,74306879,0.331741038,248.8333333,0.017723245
127366,2017,1,201701,82841760,254,175260490,1.358603838,275.9166667,0.108841259
127366,2017,2,201702,84908160,261,175260490,1.358603838,275.9166667,0.108841259
127366,2017,3,201703,83909520,257,175260490,1.358603838,275.9166667,0.108841259
127366,2017,4,201704,86918780,271,175260490,1.358603838,275.9166667,0.108841259
127366,2017,5,201705,88953580,278,175260490,1.358603838,275.9166667,0.108841259
127366,2017,6,201706,90657440,284,175260490,1.358603838,275.9166667,0.108841259
127366,2017,7,201707,94699380,285,175260490,1.358603838,275.9166667,0.108841259
127366,2017,8,201708,94487080,283,175260490,1.358603838,275.9166667,0.108841259
127366,2017,9,201709,94191260,283,175260490,1.358603838,275.9166667,0.108841259
127366,2017,10,201710,95037780,286,175260490,1.358603838,275.9166667,0.108841259
127366,2017,11,201711,93098300,280,175260490,1.358603838,275.9166667,0.108841259
127366,2017,12,201712,94262860,289,175260490,1.358603838,275.9166667,0.108841259
127366,2018,1,201801,95156180,292,206951173,0.180820463,315.0833333,0.141951072
127366,2018,2,201802,97138700,299,206951173,0.180820463,315.0833333,0.141951072
127366,2018,3,201803,98259360,303,206951173,0.180820463,315.0833333,0.141951072
127366,2018,4,201804,102226640,318,206951173,0.180820463,315.0833333,0.141951072
127366,2018,5,201805,102665720,319,206951173,0.180820463,315.0833333,0.141951072
127366,2018,6,201806,104173400,322,206951173,0.180820463,315.0833333,0.141951072
127366,2018,7,201807,110581360,320,206951173,0.180820463,315.0833333,0.141951072
127366,2018,8,201808,111587900,325,206951173,0.180820463,315.0833333,0.141951072
127366,2018,9,201809,111131720,324,206951173,0.180820463,315.0833333,0.141951072
127366,2018,10,201810,110517300,321,206951173,0.180820463,315.0833333,0.141951072
127366,2018,11,201811,110186900,321,206951173,0.180820463,315.0833333,0.141951072
127366,2018,12,201812,108947260,317,206951173,0.180820463,315.0833333,0.141951072
127503,2015,11,201511,39792620,160,51624895,,158.5,
127503,2015,12,201512,39200240,157,51624895,,158.5,
127503,2016,1,201601,38373500,154,65186489,0.262694849,175.75,0.108832808
127503,2016,2,201602,38801000,157,65186489,0.262694849,175.75,0.108832808
127503,2016,3,201603,38853660,157,65186489,0.262694849,175.75,0.108832808
127503,2016,4,201604,41440860,175,65186489,0.262694849,175.75,0.108832808
127503,2016,5,201605,42223960,182,65186489,0.262694849,175.75,0.108832808
127503,2016,6,201606,41769300,180,65186489,0.262694849,175.75,0.108832808
127503,2016,7,201607,47230840,173,65186489,0.262694849,175.75,0.108832808
127503,2016,8,201608,46787500,171,65186489,0.262694849,175.75,0.108832808
127503,2016,9,201609,48173540,181,65186489,0.262694849,175.75,0.108832808
127503,2016,10,201610,48218560,184,65186489,0.262694849,175.75,0.108832808
127503,2016,11,201611,49383620,196,65186489,0.262694849,175.75,0.108832808
127503,2016,12,201612,49666300,199,65186489,0.262694849,175.75,0.108832808
127503,2017,1,201701,53095940,219,82316727,0.262788168,242.4166667,0.379326695
127503,2017,2,201702,53511640,218,82316727,0.262788168,242.4166667,0.379326695
127503,2017,3,201703,57211540,236,82316727,0.262788168,242.4166667,0.379326695
127503,2017,4,201704,54174400,224,82316727,0.262788168,242.4166667,0.379326695
127503,2017,5,201705,53169020,219,82316727,0.262788168,242.4166667,0.379326695
127503,2017,6,201706,53527800,220,82316727,0.262788168,242.4166667,0.379326695
127503,2017,7,201707,61749580,224,82316727,0.262788168,242.4166667,0.379326695
127503,2017,8,201708,66388640,248,82316727,0.262788168,242.4166667,0.379326695
127503,2017,9,201709,70378200,266,82316727,0.262788168,242.4166667,0.379326695
127503,2017,10,201710,71210980,269,82316727,0.262788168,242.4166667,0.379326695
127503,2017,11,201711,75617480,289,82316727,0.262788168,242.4166667,0.379326695
127503,2017,12,201712,73059420,277,82316727,0.262788168,242.4166667,0.379326695
127503,2018,1,201801,71572720,268,84192068,0.022782016,290.25,0.197318666
127503,2018,2,201802,78195280,293,84192068,0.022782016,290.25,0.197318666
127503,2018,3,201803,77805700,291,84192068,0.022782016,290.25,0.197318666
127503,2018,4,201804,77285120,287,84192068,0.022782016,290.25,0.197318666
127503,2018,5,201805,76498400,285,84192068,0.022782016,290.25,0.197318666
127503,2018,6,201806,74680720,278,84192068,0.022782016,290.25,0.197318666
127503,2018,7,201807,84077780,281,84192068,0.022782016,290.25,0.197318666
127503,2018,8,201808,84563780,283,84192068,0.022782016,290.25,0.197318666
127503,2018,9,201809,86266780,290,84192068,0.022782016,290.25,0.197318666
127503,2018,10,201810,88633340,297,84192068,0.022782016,290.25,0.197318666
127503,2018,11,201811,92561580,313,84192068,0.022782016,290.25,0.197318666
127503,2018,12,201812,93398580,317,84192068,0.022782016,290.25,0.197318666
127669,2015,11,201511,52775320,189,141809135,,195,
127669,2015,12,201512,56032280,201,141809135,,195,
127669,2016,1,201601,55950480,201,154169677,0.087163228,209.75,0.075641026
127669,2016,2,201602,56567960,204,154169677,0.087163228,209.75,0.075641026
127669,2016,3,201603,55481960,200,154169677,0.087163228,209.75,0.075641026
127669,2016,4,201604,56236400,203,154169677,0.087163228,209.75,0.075641026
127669,2016,5,201605,56909020,206,154169677,0.087163228,209.75,0.075641026
127669,2016,6,201606,58205100,210,154169677,0.087163228,209.75,0.075641026
127669,2016,7,201607,58765540,210,154169677,0.087163228,209.75,0.075641026
127669,2016,8,201608,60109880,214,154169677,0.087163228,209.75,0.075641026
127669,2016,9,201609,61259080,219,154169677,0.087163228,209.75,0.075641026
127669,2016,10,201610,60197840,214,154169677,0.087163228,209.75,0.075641026
127669,2016,11,201611,60099480,216,154169677,0.087163228,209.75,0.075641026
127669,2016,12,201612,61180180,220,154169677,0.087163228,209.75,0.075641026
127669,2017,1,201701,60959940,221,173287848,0.124007336,242.25,0.154946365
127669,2017,2,201702,62464800,227,173287848,0.124007336,242.25,0.154946365
127669,2017,3,201703,63579680,231,173287848,0.124007336,242.25,0.154946365
127669,2017,4,201704,65458140,238,173287848,0.124007336,242.25,0.154946365
127669,2017,5,201705,65222340,237,173287848,0.124007336,242.25,0.154946365
127669,2017,6,201706,66371100,242,173287848,0.124007336,242.25,0.154946365
127669,2017,7,201707,71483380,242,173287848,0.124007336,242.25,0.154946365
127669,2017,8,201708,72174120,245,173287848,0.124007336,242.25,0.154946365
127669,2017,9,201709,73908040,252,173287848,0.124007336,242.25,0.154946365
127669,2017,10,201710,74245800,253,173287848,0.124007336,242.25,0.154946365
127669,2017,11,201711,75118680,257,173287848,0.124007336,242.25,0.154946365
127669,2017,12,201712,76540820,262,173287848,0.124007336,242.25,0.154946365
127669,2018,1,201801,77326880,265,197184928,0.137903957,273.3333333,0.128310974
127669,2018,2,201802,77513640,266,197184928,0.137903957,273.3333333,0.128310974
127669,2018,3,201803,78011780,268,197184928,0.137903957,273.3333333,0.128310974
127669,2018,4,201804,77191160,265,197184928,0.137903957,273.3333333,0.128310974
127669,2018,5,201805,78132920,270,197184928,0.137903957,273.3333333,0.128310974
127669,2018,6,201806,77963780,270,197184928,0.137903957,273.3333333,0.128310974
127669,2018,7,201807,84253580,272,197184928,0.137903957,273.3333333,0.128310974
127669,2018,8,201808,86512820,279,197184928,0.137903957,273.3333333,0.128310974
127669,2018,9,201809,87435980,283,197184928,0.137903957,273.3333333,0.128310974
127669,2018,10,201810,85497760,277,197184928,0.137903957,273.3333333,0.128310974
127669,2018,11,201811,85665920,278,197184928,0.137903957,273.3333333,0.128310974
127669,2018,12,201812,88026300,287,197184928,0.137903957,273.3333333,0.128310974
128405,2015,11,201511,30016660,140,14204553,,150.5,
128405,2015,12,201512,32703160,161,14204553,,150.5,
128405,2016,1,201601,32125100,159,20362468,0.433516986,151,0.003322259
128405,2016,2,201602,32724680,160,20362468,0.433516986,151,0.003322259
128405,2016,3,201603,32360820,158,20362468,0.433516986,151,0.003322259
128405,2016,4,201604,32285680,156,20362468,0.433516986,151,0.003322259
128405,2016,5,201605,31407120,152,20362468,0.433516986,151,0.003322259
128405,2016,6,201606,28538940,143,20362468,0.433516986,151,0.003322259
128405,2016,7,201607,28966100,136,20362468,0.433516986,151,0.003322259
128405,2016,8,201608,30164180,145,20362468,0.433516986,151,0.003322259
128405,2016,9,201609,30781140,154,20362468,0.433516986,151,0.003322259
128405,2016,10,201610,29994100,151,20362468,0.433516986,151,0.003322259
128405,2016,11,201611,29443420,150,20362468,0.433516986,151,0.003322259
128405,2016,12,201612,29090000,148,20362468,0.433516986,151,0.003322259
128405,2017,1,201701,29124720,145,31578595,0.550823554,162,0.072847682
128405,2017,2,201702,29764380,147,31578595,0.550823554,162,0.072847682
128405,2017,3,201703,31172880,155,31578595,0.550823554,162,0.072847682
128405,2017,4,201704,31362060,156,31578595,0.550823554,162,0.072847682
128405,2017,5,201705,31442180,157,31578595,0.550823554,162,0.072847682
128405,2017,6,201706,31373260,159,31578595,0.550823554,162,0.072847682
128405,2017,7,201707,33251760,156,31578595,0.550823554,162,0.072847682
128405,2017,8,201708,34599780,162,31578595,0.550823554,162,0.072847682
128405,2017,9,201709,35635580,171,31578595,0.550823554,162,0.072847682
128405,2017,10,201710,36747260,177,31578595,0.550823554,162,0.072847682
128405,2017,11,201711,36211240,178,31578595,0.550823554,162,0.072847682
128405,2017,12,201712,36948340,181,31578595,0.550823554,162,0.072847682
128405,2018,1,201801,37327600,182,36933232,0.169565397,184.9166667,0.141460905
128405,2018,2,201802,37332300,181,36933232,0.169565397,184.9166667,0.141460905
128405,2018,3,201803,37201000,178,36933232,0.169565397,184.9166667,0.141460905
128405,2018,4,201804,38595100,185,36933232,0.169565397,184.9166667,0.141460905
128405,2018,5,201805,39418520,193,36933232,0.169565397,184.9166667,0.141460905
128405,2018,6,201806,38021920,183,36933232,0.169565397,184.9166667,0.141460905
128405,2018,7,201807,41018500,184,36933232,0.169565397,184.9166667,0.141460905
128405,2018,8,201808,42026040,187,36933232,0.169565397,184.9166667,0.141460905
128405,2018,9,201809,41708000,186,36933232,0.169565397,184.9166667,0.141460905
128405,2018,10,201810,41233000,183,36933232,0.169565397,184.9166667,0.141460905
128405,2018,11,201811,41850680,185,36933232,0.169565397,184.9166667,0.141460905
128405,2018,12,201812,43332880,192,36933232,0.169565397,184.9166667,0.141460905
129486,2016,1,201601,18872420,110,30058016,,106.0833333,
129486,2016,2,201602,18739760,109,30058016,,106.0833333,
129486,2016,3,201603,18739760,109,30058016,,106.0833333,
129486,2016,4,201604,18486040,107,30058016,,106.0833333,
129486,2016,5,201605,18486040,107,30058016,,106.0833333,
129486,2016,6,201606,18351760,106,30058016,,106.0833333,
129486,2016,7,201607,21957980,106,30058016,,106.0833333,
129486,2016,8,201608,21812540,105,30058016,,106.0833333,
129486,2016,9,201609,21667100,104,30058016,,106.0833333,
129486,2016,10,201610,21667100,104,30058016,,106.0833333,
129486,2016,11,201611,21470820,103,30058016,,106.0833333,
129486,2016,12,201612,21470820,103,30058016,,106.0833333,
129486,2017,1,201701,21643700,104,31512689,0.04839551,122.5833333,0.155538099
129486,2017,2,201702,21616700,104,31512689,0.04839551,122.5833333,0.155538099
129486,2017,3,201703,23714960,117,31512689,0.04839551,122.5833333,0.155538099
129486,2017,4,201704,23714960,117,31512689,0.04839551,122.5833333,0.155538099
129486,2017,5,201705,23692280,117,31512689,0.04839551,122.5833333,0.155538099
129486,2017,6,201706,23846360,118,31512689,0.04839551,122.5833333,0.155538099
129486,2017,7,201707,28654360,129,31512689,0.04839551,122.5833333,0.155538099
129486,2017,8,201708,29302360,133,31512689,0.04839551,122.5833333,0.155538099
129486,2017,9,201709,29043620,132,31512689,0.04839551,122.5833333,0.155538099
129486,2017,10,201710,29332880,134,31512689,0.04839551,122.5833333,0.155538099
129486,2017,11,201711,29096900,133,31512689,0.04839551,122.5833333,0.155538099
129486,2017,12,201712,29096900,133,31512689,0.04839551,122.5833333,0.155538099
129486,2018,1,201801,29842540,136,34076811,0.081367921,141.5,0.154316791
129486,2018,2,201802,29714200,135,34076811,0.081367921,141.5,0.154316791
129486,2018,3,201803,30054400,137,34076811,0.081367921,141.5,0.154316791
129486,2018,4,201804,30297400,138,34076811,0.081367921,141.5,0.154316791
129486,2018,5,201805,31001740,142,34076811,0.081367921,141.5,0.154316791
129486,2018,6,201806,31001740,142,34076811,0.081367921,141.5,0.154316791
129486,2018,7,201807,34221860,140,34076811,0.081367921,141.5,0.154316791
129486,2018,8,201808,33800660,139,34076811,0.081367921,141.5,0.154316791
129486,2018,9,201809,35411660,149,34076811,0.081367921,141.5,0.154316791
129486,2018,10,201810,34780780,146,34076811,0.081367921,141.5,0.154316791
129486,2018,11,201811,34942780,147,34076811,0.081367921,141.5,0.154316791
129486,2018,12,201812,34942780,147,34076811,0.081367921,141.5,0.154316791
129633,2015,11,201511,1625080,11,6741942,,11,
129633,2015,12,201512,1600340,11,6741942,,11,
129633,2016,1,201601,1600340,11,9612866,0.425830421,14.25,0.295454545
129633,2016,2,201602,1525120,10,9612866,0.425830421,14.25,0.295454545
129633,2016,3,201603,1795120,11,9612866,0.425830421,14.25,0.295454545
129633,2016,4,201604,1975120,13,9612866,0.425830421,14.25,0.295454545
129633,2016,5,201605,2289400,14,9612866,0.425830421,14.25,0.295454545
129633,2016,6,201606,2508720,15,9612866,0.425830421,14.25,0.295454545
129633,2016,7,201607,2714800,16,9612866,0.425830421,14.25,0.295454545
129633,2016,8,201608,2714800,16,9612866,0.425830421,14.25,0.295454545
129633,2016,9,201609,2714800,16,9612866,0.425830421,14.25,0.295454545
129633,2016,10,201610,2444800,15,9612866,0.425830421,14.25,0.295454545
129633,2016,11,201611,2444800,15,9612866,0.425830421,14.25,0.295454545
129633,2016,12,201612,3056680,19,9612866,0.425830421,14.25,0.295454545
129633,2017,1,201701,3240360,19,16640671,0.731083217,76.41666667,4.362573099
129633,2017,2,201702,4072760,23,16640671,0.731083217,76.41666667,4.362573099
129633,2017,3,201703,4110100,23,16640671,0.731083217,76.41666667,4.362573099
129633,2017,4,201704,9725440,92,16640671,0.731083217,76.41666667,4.362573099
129633,2017,5,201705,9531840,90,16640671,0.731083217,76.41666667,4.362573099
129633,2017,6,201706,9458760,89,16640671,0.731083217,76.41666667,4.362573099
129633,2017,7,201707,9913180,91,16640671,0.731083217,76.41666667,4.362573099
129633,2017,8,201708,9885520,91,16640671,0.731083217,76.41666667,4.362573099
129633,2017,9,201709,10662360,99,16640671,0.731083217,76.41666667,4.362573099
129633,2017,10,201710,10923720,99,16640671,0.731083217,76.41666667,4.362573099
129633,2017,11,201711,10800860,97,16640671,0.731083217,76.41666667,4.362573099
129633,2017,12,201712,12862280,104,16640671,0.731083217,76.41666667,4.362573099
129633,2018,1,201801,14069720,108,18221730,0.095011734,126.25,0.652126499
129633,2018,2,201802,13447380,108,18221730,0.095011734,126.25,0.652126499
129633,2018,3,201803,13357380,107,18221730,0.095011734,126.25,0.652126499
129633,2018,4,201804,17486660,123,18221730,0.095011734,126.25,0.652126499
129633,2018,5,201805,21719280,137,18221730,0.095011734,126.25,0.652126499
129633,2018,6,201806,21799380,134,18221730,0.095011734,126.25,0.652126499
129633,2018,7,201807,23220640,135,18221730,0.095011734,126.25,0.652126499
129633,2018,8,201808,22840700,132,18221730,0.095011734,126.25,0.652126499
129633,2018,9,201809,23808900,136,18221730,0.095011734,126.25,0.652126499
129633,2018,10,201810,23399880,133,18221730,0.095011734,126.25,0.652126499
129633,2018,11,201811,23399880,133,18221730,0.095011734,126.25,0.652126499
129633,2018,12,201812,22939840,129,18221730,0.095011734,126.25,0.652126499
130344,2015,11,201511,19213100,91,45631762,,92.5,
130344,2015,12,201512,19854800,94,45631762,,92.5,
130344,2016,1,201601,20576700,98,52047832,0.140605353,99.5,0.075675676
130344,2016,2,201602,19767920,94,52047832,0.140605353,99.5,0.075675676
130344,2016,3,201603,20595920,99,52047832,0.140605353,99.5,0.075675676
130344,2016,4,201604,19466260,96,52047832,0.140605353,99.5,0.075675676
130344,2016,5,201605,19847500,98,52047832,0.140605353,99.5,0.075675676
130344,2016,6,201606,19836800,98,52047832,0.140605353,99.5,0.075675676
130344,2016,7,201607,20629500,102,52047832,0.140605353,99.5,0.075675676
130344,2016,8,201608,20237640,100,52047832,0.140605353,99.5,0.075675676
130344,2016,9,201609,20737140,101,52047832,0.140605353,99.5,0.075675676
130344,2016,10,201610,20566140,100,52047832,0.140605353,99.5,0.075675676
130344,2016,11,201611,21391260,105,52047832,0.140605353,99.5,0.075675676
130344,2016,12,201612,21029460,103,52047832,0.140605353,99.5,0.075675676
130344,2017,1,201701,21029460,103,59854757,0.149995201,105.3333333,0.058626466
130344,2017,2,201702,22126740,110,59854757,0.149995201,105.3333333,0.058626466
130344,2017,3,201703,20948480,104,59854757,0.149995201,105.3333333,0.058626466
130344,2017,4,201704,21699080,107,59854757,0.149995201,105.3333333,0.058626466
130344,2017,5,201705,20797580,103,59854757,0.149995201,105.3333333,0.058626466
130344,2017,6,201706,22783880,113,59854757,0.149995201,105.3333333,0.058626466
130344,2017,7,201707,22753580,107,59854757,0.149995201,105.3333333,0.058626466
130344,2017,8,201708,22279560,105,59854757,0.149995201,105.3333333,0.058626466
130344,2017,9,201709,22590600,107,59854757,0.149995201,105.3333333,0.058626466
130344,2017,10,201710,22491160,106,59854757,0.149995201,105.3333333,0.058626466
130344,2017,11,201711,22111100,104,59854757,0.149995201,105.3333333,0.058626466
130344,2017,12,201712,20441800,95,59854757,0.149995201,105.3333333,0.058626466
130344,2018,1,201801,23638240,110,74511742,0.244875858,117.8333333,0.118670886
130344,2018,2,201802,23109700,108,74511742,0.244875858,117.8333333,0.118670886
130344,2018,3,201803,23147940,108,74511742,0.244875858,117.8333333,0.118670886
130344,2018,4,201804,24793340,117,74511742,0.244875858,117.8333333,0.118670886
130344,2018,5,201805,24921860,118,74511742,0.244875858,117.8333333,0.118670886
130344,2018,6,201806,24928160,118,74511742,0.244875858,117.8333333,0.118670886
130344,2018,7,201807,26989320,117,74511742,0.244875858,117.8333333,0.118670886
130344,2018,8,201808,27533280,121,74511742,0.244875858,117.8333333,0.118670886
130344,2018,9,201809,27345900,120,74511742,0.244875858,117.8333333,0.118670886
130344,2018,10,201810,27561720,122,74511742,0.244875858,117.8333333,0.118670886
130344,2018,11,201811,28615440,129,74511742,0.244875858,117.8333333,0.118670886
130344,2018,12,201812,28158080,126,74511742,0.244875858,117.8333333,0.118670886
131397,2015,11,201511,21672700,79,30795256,,80.5,
131397,2015,12,201512,22264900,82,30795256,,80.5,
131397,2016,1,201601,21687820,80,31029936,0.007620654,83.91666667,0.042443064
131397,2016,2,201602,22085620,82,31029936,0.007620654,83.91666667,0.042443064
131397,2016,3,201603,22232600,83,31029936,0.007620654,83.91666667,0.042443064
131397,2016,4,201604,22416640,84,31029936,0.007620654,83.91666667,0.042443064
131397,2016,5,201605,22156980,83,31029936,0.007620654,83.91666667,0.042443064
131397,2016,6,201606,22093800,83,31029936,0.007620654,83.91666667,0.042443064
131397,2016,7,201607,23502400,84,31029936,0.007620654,83.91666667,0.042443064
131397,2016,8,201608,23686440,85,31029936,0.007620654,83.91666667,0.042443064
131397,2016,9,201609,23787420,85,31029936,0.007620654,83.91666667,0.042443064
131397,2016,10,201610,24363960,87,31029936,0.007620654,83.91666667,0.042443064
131397,2016,11,201611,24307980,87,31029936,0.007620654,83.91666667,0.042443064
